type,sub_type,text,listPrice,sqft,stories,beds,baths,baths_full,baths_full_calc,garage
coop,co_op,"ESTATE SALE OPPORTUNITY at [Redacted Entity], Apt 5B. Renovate this Classic 7/ 4 bedroom/2 bathroom pre-war home in Washington Heights and have it all to your own design specifications. The layout allows for spacious living with open views. Restore the pre-war details or go totally modern. The choice is yours. The apartment features an expansive gallery, hardwood floors and high ceilings. Washer/Dryers are permitted as are pets. Storage is available. with board approval. There is a live-in super and on-site laundry room. Live close to Fort Tryon Park, across the street from the A train and right by the West Side Highway/Henry Hudson Pkwy. Shopping and restaurants are everywhere. A must see project for the savvy buyer! (Photos are virtually enhanced and staged)",800000.0,1850.0,,4.0,2.0,2.0,2.0,
single_family,,"Beautifully Kept Brick Cape with Detached Garage, a finished basement with outside entrance & Private Driveway. This spacious 3-bedroom, 2-bath home offers classic charm with modern updates. First Floor: Sun-filled living room, updated eat-in kitchen with granite counters, two generously sized bedrooms, a full bath, and extra-large closets. Second Floor: Expansive bedroom, a dedicated office-ideal for remote work-and abundant storage. Finished Basement: Multiple versatile rooms, a full bath, a utility area, a washer, and a private outside entrance, perfect for guests or extended living. Additional features include rich mahogany-toned hardwood floors, refreshed bathrooms, efficient gas heating, window A/C units, and a detached one-car garage. This move-in ready home is a must-see for anyone seeking space, comfort, and thoughtful upgrades.",875000.0,1051.0,,3.0,2.0,2.0,2.0,1.0
condos,condo,"Sunny and Beautifully Updated First-Floor Condo in a desirable 55 + Community. This first -floor 2-bedroom, 2-bath condo offers the perfect blend of a comfortable lifestyle and modern updates, complete with a detached garage which is a few steps from your front door and has low taxes! There is also unassigned parking right in front of this unit, with a level walkway and only 1 step to go inside. The brand-new white kitchen is cheerful and bright, featuring quartz countertops, all new stainless-steel appliances, with a fresh, inviting design ideal for everyday living and entertaining. Both bathrooms have been completely updated, and this unit also boasts new flooring throughout, plumbing and new windows, providing peace of mind for years to come. The light filled layout flows seamlessly to your private patio, a cozy spot to enjoy your morning coffee or unwind at the end of the day. The BBQ is included as well. Enjoy the convenience of a short walk to the pool and clubhouse from your unit. The mall is within walking distance, and the Taconic Parkway is only a 3-minute drive. You will enjoy the calm, friendly atmosphere of this Active Adult Community. A truly move in ready unit where comfort, warmth and convenience come together beautifully. Enjoy amenities such as the inground pool, tennis, pickleball, vegetable garden, bocce, shuffleboard, picnic area, an outdoor poolside summer DJ for your listening and dancing pleasure. There are also social dances and many clubs you may want to participate in. In the club house there is a billiards room, exercise room, social hall for meetings and dances, an area for playing cards, darts, mahjong, and Ping-Pong. Make this beautiful sought-after condo your own!",475000.0,910.0,1.0,2.0,2.0,2.0,2.0,1.0
single_family,,"**OPEN HOUSE SUNDAY 1/18 FROM 11AM-3PM!** Welcome to this newer-built 2 bedroom, 2 bath townhouse offering low-maintenance living with NO HOA or deed restrictions. Designed for true first-floor living, this home features a warm, inviting layout that feels open the moment you step inside. The foyer leads to a bright eat-in kitchen with timeless white cabinetry, expansive counter space, double-bowl sink, custom tile backsplash, ceramic tile flooring, a full pantry, and all appliances included-completely move-in ready. The spacious living room is the centerpiece of the home, featuring a dramatic vaulted ceiling that enhances natural light and creates an impressive sense of openness. Sliding glass doors lead to a serene back deck overlooking peaceful greenery-an ideal space to unwind, host friends, or simply enjoy the quiet setting. Both bedrooms are generously sized with excellent storage. The primary suite includes a large closet and private ensuite bath with a deep soaking tub. The second full bath offers a walk-in shower and abundant storage. First-floor laundry adds everyday convenience. A full and partially finished basement with glass block windows provides endless potential-home gym, media room, workshop, hobby area, or additional living space. Fresh neutral paint throughout makes this home truly move-in ready. Situated in a highly walkable location just steps from the scenic river bike path, grocery store, coffee shop, restaurants, and parks. Quick access to the thruway makes commuting easy while still offering a private, peaceful setting. This is a rare opportunity for spacious, low-maintenance living in a prime location!",299998.0,1258.0,1.0,2.0,2.0,2.0,2.0,2.0
land,,"Imagine all the possibilities for these three parcels, 4.31 acres in total, over [Redacted Entity], all located near Diamond Hawk Golf Course and Transit Road. Seller will only sell a package.",37000.0,,,,,,,
single_family,,"Stunning renovation of this ultra charming c. 1822 Shelter Island farmhouse on 1.13 acres near South Ferry. Completely redone for every modern convenience while maintaining the integrity of the original dwelling with great attention to period and detail. This beautifully landscaped acre plus property has an expansive hedged pool area with new gunite pool, bluestone patio with seating and dining areas plus outdoor shower. A bluestone front path to the right of the large parking area with detached garage, leads to a covered porch which opens to a central hall with stairs to the second floor. There are 3 additional bedrooms, hall bath and Primary ensuite bedroom with private bath that overlooks the pool and back yard. The main level entry hall opens to the living room. This in turn leads to both the dining room and media room with kitchen beyond. Just off the entry hall is a bedroom/office and bath with a convenient coffee station between the kitchen and laundry room. The well designed kitchen has stainless appliances, a large breakfast bar and work space. This area of the house overlooks the back porch, entertainment areas, lovely pool and gardens. Conveniently located near Mashomack Nature Preserve trails, South Ferry and the Hamptons.",1950000.0,2000.0,,5.0,3.0,3.0,3.0,
single_family,,Welcome home to this well maintained 4 Bedroom 1.5 bath colonial offering comfort and peace of mind. Recent updates include a newer roof (2023) and 2 newer mini split units for efficient cooling. In ground sprinklers make lawn and garden maintenance effortless. Inside you will love the spacious family room featuring a cozy fireplace and convenient access to the half bath. The Eat in kitchen is perfect for everyday meals while the Formal dining room provides an ideal setting for larger gatherings. Upstairs you will find 4 Bedrooms and a full Bathroom. The basement provides excellent storage solutions. An Attached 1 car garage adds everyday convenience. A wonderful opportunity to own a well-cared for home ready to be enjoyed.,584999.0,1684.0,,4.0,2.0,1.0,1.0,1.0
coop,co_op,"VIEWS, VIEWS, VIEWS! BEST VALUE 3 BEDS! Welcome to [Redacted Entity], Residence 6E - a spacious, sun-filled corner three-bedroom, two-bathroom home in the heart of Central Harlem. Overlooking Jackie Robinson Park, this generously proportioned residence spans over 1, 200 square feet and is currently configured as a gracious two-bedrooms home with a separate formal living room and dining room/flex room - perfect for entertaining. This apt has north and west exposures, and every room is filled with natural light and sweeping sky and treetop views. The flexible layout can easily be reimagined as a true three-bedroom. The home features updated flooring throughout, a pass-through kitchen, and a separate laundry room with washer/dryer hook-up. Storage is abundant with closets in every room. The king-sized primary suite offers double-door closets and an en suite bathroom, while the spacious secondary bedroom also enjoys a double-door closet. Through-wall air conditioning units are installed in each room for year-round comfort. Bradhurst Court is a full-service cooperative built in 2005, offering a 24-hour doorman, direct access garage, two elevators, an updated fitness center, bike storage (pending availability), and the most beautifully landscaped courtyard for residents use. The building is pet-friendly and has no income restrictions. Situated on one of Harlem's best blocks, this vibrant neighborhood provides every convenience: a 24-hour supermarket, Duane Reade, Starbucks, banks, green markets, and an array of beloved local restaurants and cafes. The A/B/C/D and 1 subway lines are just blocks away, with the A train whisking you to Midtown Manhattan in only 10 minutes. Outdoor recreation abounds at nearby Riverside Park and Riverbank State Park, featuring Olympic-sized pools, tennis courts, athletic fields, and more. This residence truly combines space, light, and lifestyle in a thriving Manhattan community. Contact the Corcoran listing broker today for a private showing or PROPERTY video tour.",950000.0,,,3.0,2.0,2.0,2.0,
coop,co_op,"Great 1 bedroom upper unit in sought after Bon Aire. Plenty of natural light, tons of closet space plus a huge walk in closet off the living room. Perfect for down sizers. Well maintained property perfect for your morning walk, enjoy your morning coffee on your private deck. Close to bustling downtown Suffern and shopping and transportation. Pool and tennis courts available.",135000.0,800.0,,1.0,1.0,1.0,1.0,
single_family,,"Welcome to this cozy, move-in-ready townhouse located on a quiet, private block in Bergen Beach. This well-maintained home offers comfort and convenience, featuring a 3-bedroom, large eat in kitchen, private driveway, yard, and deck-perfect for relaxing or entertaining. The home includes a spacious two-room basement with a separate side entrance, ideal for extended family, a home office, or additional living space. With a functional layout and inviting atmosphere, this townhouse is perfect for homeowners seeking privacy and versatility. Close to major highways, shopping, transportation, and all.",850000.0,2160.0,,3.0,3.0,3.0,3.0,
single_family,,"NEW NEW NEW!! Basement in process with the NEW geo-thermo insulated blocks for easy finishing. 2025-2026 NEW CONSTRUCTION due in spring of 2026 Outstanding Brand NEW COLONIAL, Still time to pick some colors or options. Over 1500+ square feet with a great option to finish off lower level walk out basement. PLANS ON LINE!! 3 bedrooms 2.5 baths open floor plan, area of fine homes, water, gas, & sewers. Great opportunity don't miss it!! Floor plan & specs on line. R 21 Walls R48 Attic, Vinyl blank flooring, Large 3/4 acre lot Deck, THE HOUSE FOUNDATION WILL BE SUPERIOR PREINSULATED WALLS READY TO FINISH!!",329900.0,1500.0,2.0,3.0,3.0,2.0,2.0,2.0
single_family,,"This unique property checks all the boxes! Live, work, and play on 14.4 acres just south of the Village of Adams. This property operated as a successful florist/nursery for 37 years, and features 2 greenhouses, outdoor garden center, and storefront. There is plenty of storage with the two-car detached garage with loft, attached heated 2 car garage with shelving, and full height basement. Above the store, you will find a 3,300 sq ft apartment featuring 3 bedrooms, 2 full baths, and in unit laundry. This property has so much to offer, see private remarks for more info. Also listed Commercial under MLS # S1644649.",368000.0,5400.0,2.0,3.0,3.0,2.0,2.0,4.0
single_family,,"Welcome to [Redacted Entity]! This stunning complete renovation offers 4 Bedrooms, 3.5 Bathrooms, a Large open layout Kitchen with Island, Pantry, Stainless Steel appliances and quartz counters. The space to entertain your guests is endless. While boasting an exquisite first floor layout with Foyer, Formal Living & Dining areas, a Stone and Wood Mantle Gas Fireplace and a Light sun-drenched Sitting/Family Room; there is so much more living space above and below! The second floor has a Large Primary Bedroom with Boxed Ceiling, 2 closets, Full Bath with Double Vanity and a Stand up Shower. There are 3 additional bedrooms, another Full Bath with a large Soaking Tub and Laundry Room. The finished basement includes a utility room with a 75 Gallon Hot water Tank, 200 Amp Electric and another Full bath. And, more room for entertainment, office or home gym areas (or a wine room for the wine enthusiast)! As you see the outside, there is a lovely 450+ sq foot Pavered Patio off of the kitchen entry. A 400 sq Ft Two-Car Garage with oversized doors, electric and ability for a Car charger for your electric vehicle. In-Ground Sprinklers, New Lawn and all new Landscaping design. Work at UBS Arena?...It is only 8 minutes or 2.5 miles away. Custom Closet Options to be offerred as credit. Get into your new home for the holidays while adding some finishes touches! But...don't wait too long.",1599000.0,2750.0,,4.0,4.0,3.0,3.0,2.0
farm,,"This 12.01-acre wooded parcel in Franklinville, NY offers the kind of peace and space that's getting harder to find, with rolling trees and plenty of room to build, camp, or invest. Franklinville is known for its small-town feel, scenic countryside, and easy access to outdoor recreation, including nearby Allegany State Park, hunting land, and snowmobile trails. You're also a short drive from Ellicottville's ski slopes, festivals, and dining, with the Buffalo metro area roughly an hour away for shopping, sports, and airports. Whether you're looking for a private getaway or a long-term hold, this property delivers serious value. Priced below market value, this is hands-down one of the best land deals available right now.",62900.0,,,,,,,
single_family,,"Welcome to this beautifully renovated 4-bedroom, 4-bathroom home set on an oversized 80x155 lot in the heart of Merrick. Completely updated from top to bottom, this move-in-ready residence offers the perfect blend of modern finishes, space, and an unbeatable location. The home features a brand-new roof, new siding, new windows, new electric run to the garage, new sprinkler system and all-new electric heating and cooling systems, providing peace of mind for years to come. Inside, you'll find four fully renovated bathrooms, new flooring throughout, and a stunning new kitchen designed for both everyday living and entertaining. Spacious bedrooms and thoughtfully designed living areas create a comfortable and functional layout for today's lifestyle. Outside, the expansive property includes a garage and ample yard space with endless potential - ideal for entertaining, recreation, or future expansion. Located just a short walk to the train station, and close to popular restaurants, shops, and local amenities, this home offers exceptional convenience for commuters and all alike. A rare opportunity to own a fully renovated home on an oversized lot in a prime Merrick location - this one truly checks all the boxes.",899000.0,2380.0,,4.0,4.0,4.0,4.0,1.0
single_family,,"Located in the desirable Westwood area of Lynbrook, this spacious single-family home offers 4 bedrooms and 2.5 baths on an expansive property perfect (60 X 130) for entertaining. The home features a formal living room and dining room, a well-sized kitchen, stainless steel appliances and granite countertops, with a breakfast room, and a large den, ideal for gatherings. Two fireplaces add warmth and character throughout. Additional highlights include a walk-up attic providing ample storage and a completely redone driveway with new pavers (2024) for enhanced curb appeal. Conveniently located close to schools, shopping, the Long Island Rail Road, and major highways.",925000.0,2028.0,,4.0,3.0,2.0,2.0,1.0
single_family,,"Nestled on 6 private acres, this 3-bedroom raised ranch offers space, comfort, and seclusion. Set back from the road and surrounded by nature, the property provides a peaceful retreat The main level features a bright and inviting living area with cathedral ceilings, an open dining space, and a modern kitchen. Three well-sized bedrooms and a full bath complete the upper level. The lower level adds valuable living space, perfect for a family room, home office, gym, or guest area, with direct access to the outdoors. Outside, the expansive acreage offers endless possibilitiesgardening, recreation, future expansion, or simply enjoying the privacy and natural surroundings. Whether youre seeking a quiet country setting, room to roam, or a place to make your own, this property delivers a true private escape with the space to live, grow, and unwind. close to shopping, recreation and major highways.",549000.0,1450.0,,3.0,2.0,2.0,2.0,
single_family,,"Welcome to your dream home 5 bdr 4 bthrs nestled in the serene and sought-after Tod Hill neighborhood! This rare spacious gem boasts a harmonious blend of classic charm and modern amenities, making it the perfect haven for families of all sizes. Key Features: - Legal Single-Family Detached House: Enjoy the privacy and comfort of a fully detached home, providing the ideal environment for family living. - Generous Space: With 5 well-appointed bedrooms and 3.5 bathrooms, this residence is designed to accommodate large families and their extended members effortlessly. Each room offers ample space for relaxation, play, and productivity. - Stylish and Functional: The exterior features elegant stucco siding, while the interior welcomes you with gleaming hardwood floors that exude warmth and sophistication. The separate dining room provides an inviting space for family gatherings, dinner parties, and celebrations. - Gourmet Kitchen: Cook up a storm in the well-equipped kitchen, featuring premium stainless steel appliances and stunning granite countertops. Whether you're crafting a quick breakfast or entertaining guests, this kitchen is both a chef's delight and a gathering spot for family and friends. - Outdoor Oasis: Step outside to discover your private backyard oasis! Perfect for summer barbecues, children's play areas, or simply relaxing under the sun, this outdoor space will surely become a cherished part of your home. Lot dimension is 43' X 164' - Investment Potential: For savvy investors, this property presents an incredible opportunity. As property values continue to rise, securing this home not only provides a comfortable living space but also a smart investment that promises appreciation over time. A Neighborhood to Love: The Tod Hill neighborhood is known for its family-friendly atmosphere, with nearby parks, schools, and amenities that cater to all ages. Enjoy the convenience of local shopping, dining, and recreational activities, all just a stone's throw away. Don't Miss This Opportunity! This exquisite home is more than just a property; it's a lifestyle waiting to be embraced. Whether you are looking for a place to grow your family, an investment that will yield returns, or a beautiful sanctuary to call your own, this house checks all the boxes. Schedule your private tour today and see for yourself why this Tod Hill gem won't last long on the market. Act fast, as homes like this don't stay available for long! Your new beginning starts here!",799000.0,1100.0,3.0,5.0,4.0,3.0,3.0,
land,,"Escape to the tranquility of the Little Salmon River with this unique and affordable property that offers both comfort and opportunity. Nestled on a peaceful lot, this single wide home features cozy living with an additional bonus space complete with a convenient half bath - perfect for guests, a home office, or a hobby room. Enjoy riverfront living where you can fish or simply relax and take in the sounds of nature. The property provides easy access to the water and beautiful year-round views. Whether you're looking for a full-time residence, a weekend getaway, or a short-term rental investment, this spot delivers peace and potential. Located just minutes from I -81 North and South and not far om Lake Ontario and the World Famous Salmon River, this home sits in the heart of outdoor recreation - close to beaches, marinas, snowmobile trails, and world-class fishing. A simple life with big possibilities on the river. Also listed as MLS# S1644169",95000.0,,1.0,,,,,
single_family,,"Welcome to [Redacted Entity], Oceanside - Almost 100% Completed! Set on an oversized 80 x 100 property, this stunning new home offers the ultimate open layout designed for today's lifestyle. The main level features a formal living room, spacious dining area, and a custom eat-in kitchen with a walk-in pantry, 12' island, undermount microwave and Thermador 6 burner gas range . A versatile den, plus a first-floor bedroom and full bath, provide flexible living options for guests, extended family or in home office. Upstairs, you'll find four generously sized bedrooms, including a luxurious primary suite with a private bath, double vanity and impressive, completely outfitted walk in closet. Three additional bedrooms share a full bathroom with 2 vanities, creating the perfect layout. Additional highlights include a one-car attached garage, partial basement for storage, and a prime residential location. This is your chance to own a brand-new home in one of Oceanside's most desirable neighborhoods! 2 Zone central air, gas heating system, top of the line everything!",1350000.0,3000.0,2.0,5.0,3.0,3.0,3.0,1.0
single_family,,"SPECTACULAR IS AN UNDERSTATEMENT...Located on an oversized beautifully landscaped WATERFRONT lot is this immaculate home which was built in 2011. There is [Redacted Entity]. Lawrence River. The home offers over 4700 feet of finished living area. The main ranch level has three bedrooms. There is a common bath and the primary bath is outstanding. The primary bedroom has double doors to huge walk in closet and dressing room. The bath offers soaker jet tub, walk in shower, double vanity and more. The kitchen is a chefs dream with two tier breakfast bar area and center island. The lower level has a huge family room with access to back yard patio, two additional bedrooms and a third bathroom. There is a large boat storage garage, large detached shed, pool, and maintenance free deck with a fabulous view of the waterfront. The list of amenities is endless! Don't let this opportunity slip by as the property could never be duplicated for the price. More information is available upon request.",599000.0,4785.0,2.0,5.0,3.0,3.0,3.0,3.0
single_family,,"PRIVATE-SECLUDED-LAKEFRONT-EAGLE LAKE!!!!...two story, 3-bedroom & 1-bath camp with 950 lineal feet of direct private lake frontage. Private Boat Docking right next to the camp with 4.45 acres tucked between trees and rocks. This property also owns the adjacent roadway from 74 to the NY State Land up the hill. This provides direct access from this house to thousands of acres of NY State Land and all of the Pharaoh Mountain Wilderness. Priced to sell quickly!!!",549500.0,786.0,,3.0,1.0,1.0,1.0,1.0
single_family,,"Welcome to this beautifully maintained 4-bedroom, 3-bathroom home offering 2, 870 square feet of living space, situated on nearly 4 acres. Located in the highly rated Voorheesville School District, this property combines privacy, space, and top-tier education in one incredible package. An added bonus is the OWNED Solar system which comes with the house! Inside, you'll find a well-designed layout ideal for both everyday living and entertaining. The generous living areas feature ample natural light, while the spacious kitchen provides plenty of room for cooking and gathering. Each of the four bedrooms offers comfort and flexibility, including a primary suite with its own private bath.Don't miss your chance to own a home that offers space and seclusion in a prime location!",525000.0,2870.0,,4.0,3.0,3.0,3.0,2.0
single_family,,"Beautiful single-family home sits in the hearth of Ozone Park/Jamaica area. This home consists of three bedrooms living room, dining room 2 full bathrooms. Also have an eat in kitchen with hardwood floors throughout. Home has a full finished basement and a spacious backyard for entertaining friends and family. Close to all amenities and airport. Do not miss this opportunity!",850000.0,896.0,,3.0,2.0,2.0,2.0,
single_family,,"Private one level home on 38 acres with 2 car garage attached. Designed with an open floor plan, Country kitchen and full pantry. 2 bedrooms, full master bedroom, master bath, walk in closet. Lots of large closet space , storage throughout. Built by the original owner for efficiency and low maintenance. Zoned heating with radiant heat in the floors. Wood boiler hooked to the main boiler. Mud Room with utility sink. Large front garage, workshop. Radiant heat in the floor, and side bay. 36x84. Overhead canopy brings natural light into the shop. Generator. Raised bed gardens. Easy commute to the Captial District. Canajoharie School District.",449900.0,2164.0,,2.0,2.0,2.0,2.0,7.0
condos,condo,"Luxury Building 2011 Newer Construction for Sale $839K and also for Rent $3390 Here is the video you can see: Please Check the Amenity to search and compare with the neighborhood: Fitness Center Full time Doorman Plus Video Intercom System In-Unit Laundry Machine and Dishwasher Indoor Garage with Elevator to your Floor. Huge Roof Deck with Entertainment Facility. 1, 222 Sq Ft + 60' Balcony; True 3 Bedrooms & 2 Full Baths The biggest corner unit in the building. Large Living Room with Private Balcony Monthly Common Charges: only $535 Real Estate Tax: $62/month!! Shopping Mall, Key Food, Restaurants Domino, Subway, Donkin Donuts, Aisa Food etc are right at the cross street. Huge Play Ground and Sports Fields (Big Bush State Park) at the Same Block. 7 Minutes/3 Blocks to Wood Side LIRR Station & Subway 7 Train, 12 Minutes to Manhattan. The Q18 & Q60 Bus are in the front of building and [Redacted Entity]. 1 Blocks to Brooklyn-Queens Expressway Entrance Ramp",839000.0,1222.0,,3.0,2.0,2.0,2.0,
condos,condo,"Introducing Residence 1A at TEN27 a beautifully crafted studio home, the only one in the building, offering a rare blend of soaring interiors and expansive outdoor living, setting a new standard for modern studio living in Bushwick. Spanning over 430 square feet of thoughtfully designed interior space and complemented by more than 100 square feet of private patio, this home is perfectly suited for entertaining, relaxing, and seamless indoor/outdoor living. Step into this south-facing studio welcoming you with incredible 14 foot high ceilings, oversized triple-paned windows with built-in screens, and wide-plank oak flooring that accentuates the light-filled open layout. The chef's kitchen is equipped with fully integrated Bosch appliances including induction cooktop and fully vented kitchen hood, gorgeous quartz countertops with matching quartz backsplash, and custom designed matte gray cabinetry, ideal for the everyday chef or ultimate entertainer. The generously sized open-concept layout provides an expansive living and sleeping area, seamlessly extending out to the oversized private patioan ideal setting for both everyday living and entertaining. The bathroom is a spa-like sanctuary, offering a soaking tub, radiant heated floors, smart toilet, floating custom sink vanity with storage, porcelain tiling, and bronze fixtures. Additional features include in-unit Bosch washer/dryer, central heating and cooling, smart lock entry, and abundant storage. TEN27 is a striking contemporary addition to Bushwick, bringing a sense of refined modern living to one of Brooklyn's most dynamic neighborhoods. Situated on a quintessentially picturesque, tree-lined stretch of Bushwick Avenue, the building blends clean architectural design with a calming, modern-zen atmosphere all while introducing an elevated luxurious, amenitized condo lifestyle to the future residents of this bespoke new 20-unit boutique condominium. Inside, residents enjoy beautifully crafted residences paired with thoughtful amenities, including garage parking, a state-of-the-art fitness center with NordicTrack equipment, a gracious arrival lobby with virtual doorman system for security and convenience, an elevator, and a gorgeous landscaped rooftop featuring BBQ grills, outdoor dining and lounge areas, panoramic Manhattan city skyline views, and private cabanas available for purchase. Perfectly positioned at the crossroads of Bushwick and Bedford-Stuyvesant - and just moments from the M, J, and Z trains TEN27 puts you within convenient reach of Brooklyn's best restaurants, nightlife, galleries, shops, and parks, while offering a short 20-minute commute into Manhattan. From savoring a meal at a neighborhood favorite to browsing cutting-edge art at any of the numerous local galleries, shopping at one-of-a-kind vintage boutiques, or enjoying a quiet afternoon in any of the many local parks, TEN27 puts the very best of Brooklyn right at your doorstep.",525000.0,432.0,,1.0,1.0,1.0,1.0,
single_family,,"Located in the highly desirable Seneca Estates neighborhood, this beautifully maintained and thoughtfully updated 4-bedroom, 2.5-bath home offers spacious living on a generous 0.56-acre lot-complete with water access and a deeded boat slip. The updated kitchen features quartz countertops, a center island, bamboo hardwood floors, and flows seamlessly into the main living areas. New carpet and fresh neutral paint throughout create a clean, move-in-ready feel. Both the primary and main bathrooms have been tastefully renovated. Major mechanical updates include a newer furnace, central air, and updated second floor ductwork for enhanced comfort and efficiency. Additional living space includes a partially finished basement and a bright 12x20 three-season room overlooking the backyard-perfect for relaxing or entertaining. Step outside to your private backyard retreat featuring an in-ground pool, updated brick patio, beautiful composite deck and a 10x14 shed for added storage. A new roof installed in Fall 2025 provides peace of mind for years to come. Seneca Estates residents enjoy access to a private marina with deeded boat slips, boat ramp, fueling station, association pond, and tennis court-offering the benefits of waterfront living without the waterfront taxes. Located in the Baldwinsville School District and just minutes from highways, shopping, and the charming Village of Baldwinsville.",484900.0,2144.0,2.0,4.0,3.0,2.0,2.0,2.0
single_family,,"POPULAR BAY TERRACE LOCATION OFFERS THIS BEAUTIFULLY MAINTAINED AND TASTEFULLY UPDATED TRI-LEVEL SEMI-DETACHED HOME WITH 3BEDROOMS, 2BATHS, AND GARAGE ON A 28X95 LOT, SURROUNDED BY MATURE LANDSCAPING FOR PRIVACY. ENTER THE 1ST FLOOR FROM AN OUTDOOR COVERED ENTRY TO THE MAIN FOYER, 1CAR GARAGE, LAUNDRY ROOM/MECHANICAL AREA WITH STORAGE, AND A FAMILY ROOM THAT CAN BE USED AS HOME OFFICE SPACE OR BEDROOM, WITH SLIDERS TO A PRIVATE REAR YARD. THE 2ND FLOOR OFFERS A SPACIOUS LAYOUT FEATURING A LIVING ROOM/DINING ROOM, 1/2 BATH AND MODERN GRAY KITCHEN WITH CORIAN COUNTERS, STAINLESS STEEL APPLIANCES, AND A DOOR TO A LARGE REAR DECK WITH STAIRS TO THE YARD. A PRIMARY BEDROOM, FBATH AND 2 MORE BEDROOMS ARE LOCATED ON THE 3RD FLOOR. ATTIC STORAGE. NEWER ROOF, WINDOWS, HOT WATER TANK, UPDATED GAS HEATING SYSTEM. HARDWOOD FLOORS. SO CONVENIENT TO HYLAN BOULEVARD, PUBLIC/NYC TRANSPORTATION, SIRR TRAIN, GATEWAY NATIONAL PARK/BEACH AREA. A MUST SEE HOME - CALL TODAY FOR A PRIVATE SHOWING. PLEASE NOTE: SOME PHOTOS HAVE BEEN DIGITALLY ENHANCED.",735000.0,1584.0,3.0,3.0,2.0,2.0,2.0,2.0
multi_family,,"GREAT OPPORTUNITY to add this well-cared duplex into your rental portfolio or owner-occupied. Each apartment has 3 bedrooms and 1 bathroom. Lower apartment is currently rented out for 750 per month with utilities bill separates. Roof, siding were repaired recently. Upper apartment was renovated throughout in 2025 with new flooring, dry wall, paint, and appliances. 2 hot water tanks and 2 furnaces were installed in 2025. Check it out",240000.0,2056.0,2.0,8.0,2.0,2.0,2.0,
single_family,,"Welcome to [Redacted Entity], a well-maintained 3-bedroom, 2-bath home located just minutes from the casino, downtown, shopping, dining, and major conveniences. This move-in-ready property offers a bright and functional layout perfect for both homeowners and investors. The main level features a spacious living area with plenty of natural light, an updated kitchen with ample cabinet space, and comfortable bedrooms with generous closets. The home has been cared for inside and out, offering clean finishes and a warm, welcoming feel throughout. Outside, you'll enjoy a private backyard, perfect for relaxing, entertaining, or creating your ideal outdoor space. With easy access to highways and local attractions, this home delivers unbeatable convenience in a growing and desirable area.Perfect for first-time buyers, downsizers, or anyone looking for a centrally located property with solid value. Don't miss this opportunity homes in this location go fast!",282000.0,1480.0,,3.0,2.0,2.0,2.0,1440.0
townhomes,townhouse,"This well-appointed Townhouse-style residence at [Redacted Entity] Unit 143 offers 1,306 Square Feet of comfortable living in a desirable Staten Island location. The thoughtfully designed space provides a welcoming atmosphere for everyday life. This Townhouse residence features, an open living room and dining area, a large eat-in kitchen with sliders to terrace and view. Two bedrooms and one and a half bathrooms, laundry and utility room. The property offers convenient access to local amenities, community pool, low monthly HOA and transportation options. This property requires some tender loving care and presents an excellent opportunity for buyers seeking a project with potential. Contact us today to schedule a private showing and experience the comfortable living that awaits you at Amy Court.",479000.0,1306.0,2.0,2.0,2.0,1.0,1.0,1.0
single_family,,"Welcome to this spacious, well-maintained two story detached home in the heart of Throggs Neck. This 4-bedroom, 2.5 bath residence offers tranquility and comfort for your family. The main level features a modern kitchen with quartz countertops, updated stainless steel appliances (KitchenAid dishwasher, LG stove, microwave and refrigerator), living room, dining room, half bathroom and bonus room with a back door leading out onto a spacious patio overlooking a cozy backyard with a gazebo. Upstairs you will find 4 bedrooms, plenty of closet space and a full bathroom. Also on the second level is access to a stand up attic with pull down stairs for plenty of storage. On the lower level is a finished walkout basement with a full bathroom, a designated laundry room including a washer and dryer. Access the finished basement through the side entrance and unlock even more potential. Additional options may include space for guests, home office or recreation room. Outside has a private driveway and carport that fits up to 3 cars. Enjoy the front porch and front yard, perfect for relaxing or dining outdoors. Make this home a place you'll enjoy for holiday and special gatherings. Schedule a showing today!",869000.0,1716.0,2.0,4.0,3.0,2.0,2.0,
single_family,,"Step into this timeless beauty with this exceptional 1913 Victorian home, on more than 15 peaceful acres. With six bedrooms and three and a half bathrooms, this distinctive residence blends historical craftsmanship with the charm and tranquility of country living. The home showcased remarkable original woodwork throughout - intricate moldings, solid wood doors, and beautifully preserved floors. Designed with versatility in mind, the property includes the kitchen on each floor and laundry on both the first and third floors, offering comfort and functionality for extended family, guests, or creative living arrangements. Spacious living and dining areas are filled with natural light, while large windows frame views of the surrounding landscape. Every room reveals warm character and enduring craftsmanship, creating a rare sense of history and home. Outdoors, the property continues to impress with a large barn - ideal for storage, animals, or studio use - and a separate garage and workspace for projects or equipment. The land unfolds with an open field, gentle woods, and a serene pond, offering endless opportunities to relax. Enjoy the the historic village of Roxbury with Kirkside Park, shops, and cafes. Only minutes to Plattekill Mountain Ski center.",489000.0,3792.0,3.0,6.0,4.0,3.0,3.0,4.0
